id,gemini_recall,qwq_recall,delta,gemini_hit,qwq_hit,n_gt,qwq_n_gt,same_gt_steps,hit_step_agree,hit_step_disagree,gemini_pred_steps,qwq_pred_steps,gemini_eff,qwq_eff
PMC11456785,0.125,0.8,0.675,1,4,8,5,False,0,0,6,10,1.0,0.8
PMC11456792,0.5555555555555556,0.5555555555555556,0.0,5,5,9,9,True,7,2,9,10,1.0,0.9
PMC11456795,0.8333333333333334,0.6666666666666666,-0.16666666666666674,5,4,6,6,False,0,0,5,10,0.8,0.9
PMC11456810,0.0,0.9,0.9,0,9,10,10,True,1,9,8,10,0.75,0.9
PMC11456814,0.3333333333333333,0.6666666666666666,0.3333333333333333,3,6,9,9,False,0,0,10,10,0.9,1.0
PMC11456815,0.0,0.5,0.5,0,4,8,8,False,0,0,8,10,1.0,0.8
PMC11456863,1.0,0.875,-0.125,5,7,5,8,False,0,0,7,9,0.5714285714285714,0.7777777777777778
PMC11456914,0.0,1.0,1.0,0,9,7,9,False,0,0,8,10,1.0,1.0
PMC11456956,0.2,0.7777777777777778,0.5777777777777777,2,7,10,9,False,0,0,7,10,0.8571428571428571,0.8
PMC11457914,0.375,0.0,-0.375,3,0,8,7,False,0,0,7,10,0.8571428571428571,0.1
PMC11457949,0.3333333333333333,1.0,0.6666666666666667,2,7,6,7,False,0,0,9,10,1.0,1.0
PMC11458204,0.3333333333333333,1.0,0.6666666666666667,2,7,6,7,False,0,0,8,10,1.0,0.7
PMC11458211,0.5,0.8,0.30000000000000004,2,4,4,5,False,0,0,6,10,0.8333333333333334,0.6
PMC11458212,0.0,0.0,0.0,0,0,4,4,False,0,0,8,10,1.0,0.6
PMC11458251,1.0,1.0,0.0,6,7,6,7,False,0,0,7,8,0.7142857142857143,0.625
PMC11458253,0.0,0.7142857142857143,0.7142857142857143,0,5,8,7,False,0,0,6,10,1.0,0.5
PMC11458922,0.25,0.8,0.55,2,8,8,10,False,0,0,6,10,1.0,0.8
PMC11458924,0.25,0.875,0.625,2,7,8,8,False,0,0,6,10,1.0,0.7
PMC11458927,0.4,1.0,0.6,2,5,5,5,False,0,0,8,10,1.0,1.0
PMC11458929,0.5,1.0,0.5,4,8,8,8,False,0,0,6,10,1.0,1.0
PMC11458935,0.3333333333333333,0.16666666666666666,-0.16666666666666666,2,1,6,6,True,5,1,5,10,1.0,0.9
PMC11459333,0.3333333333333333,1.0,0.6666666666666667,3,9,9,9,False,0,0,8,10,0.875,0.6
PMC11459453,0.2857142857142857,0.0,-0.2857142857142857,2,0,7,7,True,5,2,6,10,1.0,0.7
PMC11459457,0.5714285714285714,1.0,0.4285714285714286,4,7,7,7,False,0,0,9,10,1.0,1.0
PMC11459459,0.5,0.7777777777777778,0.2777777777777778,4,7,8,9,False,0,0,7,10,0.42857142857142855,0.9
PMC11459590,0.14285714285714285,1.0,0.8571428571428572,1,4,7,4,False,0,0,6,8,1.0,0.875
PMC11460248,0.16666666666666666,1.0,0.8333333333333334,1,5,6,5,False,0,0,7,10,1.0,0.4
PMC11460249,0.25,0.25,0.0,1,1,4,4,False,0,0,7,10,1.0,0.9
PMC11460250,0.8571428571428571,1.0,0.1428571428571429,6,6,7,6,False,0,0,9,8,0.8888888888888888,0.875
PMC11460365,0.5,0.0,-0.5,2,0,4,4,True,2,2,7,10,1.0,1.0
PMC11460368,0.0,0.4444444444444444,0.4444444444444444,0,4,10,9,False,0,0,8,10,1.0,0.8
PMC11460373,0.6666666666666666,1.0,0.33333333333333337,4,6,6,6,False,0,0,5,10,0.8,0.6
PMC11460466,0.2857142857142857,0.75,0.4642857142857143,2,6,7,8,False,0,0,6,10,1.0,0.6
PMC11460483,0.2,0.4,0.2,1,2,5,5,False,0,0,7,10,1.0,0.9
PMC11460622,0.5,0.8333333333333334,0.33333333333333337,2,5,4,6,False,0,0,6,10,1.0,0.7
PMC11460625,0.0,1.0,1.0,0,8,7,8,False,0,0,8,7,1.0,0.8571428571428571
PMC11460629,0.0,1.0,1.0,0,5,5,5,False,0,0,7,9,1.0,0.8888888888888888
PMC11461031,0.14285714285714285,0.8571428571428571,0.7142857142857142,1,6,7,7,False,0,0,7,10,1.0,0.6
PMC11461041,0.42857142857142855,0.8571428571428571,0.42857142857142855,3,6,7,7,False,0,0,7,10,1.0,0.7
PMC11461922,0.2857142857142857,0.6666666666666666,0.38095238095238093,2,6,7,9,False,0,0,5,10,0.8,0.4
PMC11461924,0.375,0.8,0.42500000000000004,3,8,8,10,False,0,0,6,10,1.0,0.7
PMC11461934,0.4,0.6666666666666666,0.2666666666666666,2,4,5,6,False,0,0,7,10,0.7142857142857143,0.7
PMC11461943,0.25,1.0,0.75,2,8,8,8,False,0,0,6,10,1.0,0.9
PMC11461944,0.1111111111111111,0.3333333333333333,0.2222222222222222,1,3,9,9,False,0,0,5,9,1.0,0.8888888888888888
PMC11461945,0.4444444444444444,1.0,0.5555555555555556,4,9,9,9,False,0,0,7,10,1.0,1.0
PMC11461947,0.14285714285714285,0.7777777777777778,0.6349206349206349,1,7,7,9,False,0,0,5,9,1.0,1.0
PMC11461948,0.4,0.6666666666666666,0.2666666666666666,2,4,5,6,False,0,0,7,10,1.0,0.8
PMC11461951,0.0,0.16666666666666666,0.16666666666666666,0,1,6,6,False,0,0,6,10,1.0,0.9
PMC11461952,0.0,0.6666666666666666,0.6666666666666666,0,4,7,6,False,0,0,5,10,1.0,0.4
PMC11461956,0.0,0.4,0.4,0,2,5,5,False,0,0,6,7,1.0,0.7142857142857143
PMC11461971,0.2,0.4,0.2,1,2,5,5,False,0,0,7,10,0.8571428571428571,0.4
PMC11461972,0.0,1.0,1.0,0,7,6,7,False,0,0,8,10,1.0,0.7
PMC11461979,0.16666666666666666,1.0,0.8333333333333334,1,9,6,9,False,0,0,6,10,1.0,0.5
PMC11462035,0.75,0.6666666666666666,-0.08333333333333337,3,6,4,9,False,0,0,8,9,1.0,0.8888888888888888
PMC11462055,0.2222222222222222,1.0,0.7777777777777778,2,8,9,8,False,0,0,6,10,1.0,1.0
PMC11462234,0.3333333333333333,1.0,0.6666666666666667,2,6,6,6,False,0,0,7,10,0.7142857142857143,0.9
PMC11462620,0.14285714285714285,0.9,0.7571428571428571,1,9,7,10,False,0,0,8,10,1.0,0.9
PMC11462664,0.0,0.42857142857142855,0.42857142857142855,0,3,6,7,False,0,0,6,10,1.0,0.8
PMC11462689,0.0,0.0,0.0,0,0,7,7,True,7,0,7,10,0.42857142857142855,0.4
PMC11462780,0.2,0.5714285714285714,0.3714285714285714,1,4,5,7,False,0,0,9,10,1.0,0.7
PMC11465045,0.0,0.5,0.5,0,3,5,6,False,0,0,8,10,1.0,0.6
PMC11465049,0.0,0.8,0.8,0,8,8,10,False,0,0,8,10,1.0,0.5
PMC11465054,0.2222222222222222,0.7777777777777778,0.5555555555555556,2,7,9,9,False,0,0,10,10,1.0,0.6
PMC11465060,0.42857142857142855,0.5714285714285714,0.14285714285714285,3,4,7,7,False,0,0,5,7,1.0,1.0
PMC11465076,0.6666666666666666,0.875,0.20833333333333337,4,7,6,8,False,0,0,8,10,1.0,0.8
PMC11465097,0.0,1.0,1.0,0,8,7,8,False,0,0,6,10,1.0,0.9
PMC11465214,0.5,0.2222222222222222,-0.2777777777777778,2,2,4,9,False,0,0,6,10,1.0,0.8
PMC11465499,0.8,0.8571428571428571,0.05714285714285705,4,6,5,7,False,0,0,7,10,0.8571428571428571,0.9
PMC11465705,0.1,0.7,0.6,1,7,10,10,True,4,6,7,10,1.0,0.7
PMC11465958,0.2,1.0,0.8,1,5,5,5,False,0,0,6,10,1.0,1.0
PMC11466659,0.14285714285714285,0.8571428571428571,0.7142857142857142,1,6,7,7,False,0,0,8,10,1.0,0.9
PMC11467536,0.2,0.6,0.39999999999999997,1,3,5,5,False,0,0,6,10,0.16666666666666666,0.7
PMC11467558,0.2857142857142857,1.0,0.7142857142857143,2,8,7,8,False,0,0,9,10,0.6666666666666666,1.0
PMC11467586,0.4,1.0,0.6,2,6,5,6,False,0,0,7,10,0.8571428571428571,1.0
PMC11470198,0.2857142857142857,0.2857142857142857,0.0,2,2,7,7,True,3,4,6,10,1.0,0.6
PMC11470588,0.16666666666666666,0.2,0.033333333333333354,1,1,6,5,False,0,0,8,10,0.875,0.6
PMC11470589,0.3333333333333333,0.16666666666666666,-0.16666666666666666,2,1,6,6,True,5,1,6,10,0.8333333333333334,0.5
PMC11470822,0.2,0.625,0.425,1,5,5,8,False,0,0,8,10,1.0,0.8
PMC11471037,0.2,0.8571428571428571,0.657142857142857,2,6,10,7,False,0,0,5,9,1.0,1.0
PMC11471186,0.25,0.75,0.5,2,6,8,8,False,0,0,7,10,1.0,0.9
PMC11471188,0.75,1.0,0.25,3,8,4,8,False,0,0,7,10,1.0,0.6
PMC11471504,0.5555555555555556,0.125,-0.4305555555555556,5,1,9,8,False,0,0,7,10,0.7142857142857143,0.4
PMC11471654,0.1111111111111111,0.5,0.3888888888888889,1,4,9,8,False,0,0,9,10,1.0,0.6
PMC11471663,0.125,0.375,0.25,1,3,8,8,False,0,0,8,10,1.0,0.9
PMC11471678,0.5714285714285714,1.0,0.4285714285714286,4,6,7,6,False,0,0,7,10,1.0,0.9
PMC11471914,0.6,1.0,0.4,3,8,5,8,False,0,0,7,10,0.8571428571428571,1.0
PMC11472012,0.14285714285714285,1.0,0.8571428571428572,1,7,7,7,False,0,0,9,7,1.0,1.0
PMC11472030,0.2,1.0,0.8,1,6,5,6,False,0,0,5,10,1.0,0.8
PMC11472140,0.14285714285714285,1.0,0.8571428571428572,1,7,7,7,False,0,0,8,10,1.0,1.0
PMC11472210,0.5,1.0,0.5,2,9,4,9,False,0,0,6,10,1.0,0.9
PMC11472332,0.5,0.0,-0.5,4,0,8,8,False,0,0,8,10,0.625,0.3
PMC11472352,0.0,1.0,1.0,0,10,9,10,False,0,0,8,10,1.0,0.9
PMC11473213,0.42857142857142855,0.8571428571428571,0.42857142857142855,3,6,7,7,False,0,0,5,10,1.0,0.6
PMC11473220,0.25,1.0,0.75,1,4,4,4,False,0,0,7,10,1.0,0.9
PMC11474220,0.0,0.0,0.0,0,0,8,8,True,8,0,5,10,0.8,0.9
PMC11474483,0.3333333333333333,0.8888888888888888,0.5555555555555556,2,8,6,9,False,0,0,7,10,0.7142857142857143,0.8
PMC11475090,0.14285714285714285,1.0,0.8571428571428572,1,7,7,7,False,0,0,5,10,1.0,0.8
PMC11475890,0.2857142857142857,1.0,0.7142857142857143,2,8,7,8,False,0,0,5,10,1.0,0.9
PMC11476505,0.3333333333333333,0.3,-0.033333333333333326,2,3,6,10,False,0,0,8,10,1.0,0.4
PMC11477508,0.3333333333333333,0.8571428571428571,0.5238095238095237,2,6,6,7,False,0,0,7,10,1.0,0.7
PMC11477548,0.5,0.6666666666666666,0.16666666666666663,2,4,4,6,False,0,0,6,5,1.0,0.8
PMC11479426,0.5,0.4,-0.09999999999999998,2,2,4,5,False,0,0,8,10,1.0,0.7
PMC11480700,0.7142857142857143,0.2857142857142857,-0.4285714285714286,5,2,7,7,True,4,3,5,10,1.0,0.6
PMC11480928,0.6,1.0,0.4,3,6,5,6,False,0,0,7,10,0.8571428571428571,0.8
PMC11482487,0.5,1.0,0.5,2,4,4,4,False,0,0,7,10,1.0,0.9
PMC11483140,0.375,0.8571428571428571,0.4821428571428571,3,6,8,7,False,0,0,6,10,1.0,0.6
PMC11483141,0.6666666666666666,1.0,0.33333333333333337,6,7,9,7,False,0,0,7,10,1.0,0.8
PMC11483161,0.2,1.0,0.8,1,6,5,6,False,0,0,7,10,0.8571428571428571,0.9
PMC11483503,0.3333333333333333,0.625,0.2916666666666667,2,5,6,8,False,0,0,6,10,1.0,0.5
PMC11483682,0.125,0.7777777777777778,0.6527777777777778,1,7,8,9,False,0,0,6,10,0.6666666666666666,0.7
PMC11483752,0.0,0.7142857142857143,0.7142857142857143,0,5,7,7,False,0,0,5,10,0.8,0.9
PMC11484529,0.4,1.0,0.6,4,10,10,10,False,0,0,9,10,0.8888888888888888,0.8
PMC11486629,0.3,0.4,0.10000000000000003,3,4,10,10,True,9,1,8,10,1.0,0.8
PMC11487292,0.5,0.8571428571428571,0.3571428571428571,3,6,6,7,False,0,0,7,10,1.0,0.9
PMC11487618,0.1111111111111111,0.8888888888888888,0.7777777777777777,1,8,9,9,False,0,0,10,10,0.7,0.4
PMC11487882,0.4,0.8888888888888888,0.4888888888888888,2,8,5,9,False,0,0,5,10,0.6,0.7
PMC11488355,0.2857142857142857,0.875,0.5892857142857143,2,7,7,8,False,0,0,8,10,1.0,0.9
PMC11488397,0.1111111111111111,0.0,-0.1111111111111111,1,0,9,8,False,0,0,7,10,1.0,0.5
PMC11488398,0.0,0.8333333333333334,0.8333333333333334,0,5,6,6,False,0,0,8,10,1.0,0.8
PMC11488399,0.2,0.8,0.6000000000000001,2,8,10,10,False,0,0,7,10,1.0,0.7
PMC11488400,0.5,1.0,0.5,3,6,6,6,False,0,0,7,10,0.7142857142857143,0.8
PMC11488402,0.375,0.2857142857142857,-0.0892857142857143,3,2,8,7,False,0,0,6,10,1.0,0.9
PMC11488404,0.5,0.875,0.375,3,7,6,8,False,0,0,6,9,1.0,0.7777777777777778
PMC11488405,0.5,1.0,0.5,4,7,8,7,False,0,0,8,10,0.875,0.8
PMC11489070,0.2,0.8888888888888888,0.6888888888888889,2,8,10,9,False,0,0,6,10,0.8333333333333334,0.7
PMC11489126,0.1111111111111111,1.0,0.8888888888888888,1,6,9,6,False,0,0,7,10,0.8571428571428571,0.9
PMC11489327,0.42857142857142855,0.875,0.44642857142857145,3,7,7,8,False,0,0,8,10,1.0,0.7
PMC11489862,0.1,0.8888888888888888,0.7888888888888889,1,8,10,9,False,0,0,7,10,0.8571428571428571,0.6
PMC11490239,0.2857142857142857,1.0,0.7142857142857143,2,6,7,6,False,0,0,7,10,0.8571428571428571,0.7
PMC11490280,0.2857142857142857,0.0,-0.2857142857142857,2,0,7,7,True,5,2,6,10,1.0,0.9
PMC11490726,0.14285714285714285,1.0,0.8571428571428572,1,9,7,9,False,0,0,8,10,1.0,0.8
PMC11490736,0.2,0.6666666666666666,0.4666666666666666,1,4,5,6,False,0,0,5,7,1.0,0.8571428571428571
PMC11491145,0.3333333333333333,1.0,0.6666666666666667,2,6,6,6,False,0,0,10,10,1.0,0.8
PMC11491339,0.3333333333333333,0.9,0.5666666666666667,3,9,9,10,False,0,0,10,9,0.7,0.6666666666666666
PMC11491600,0.4,0.8,0.4,2,4,5,5,True,3,2,7,10,1.0,0.7
PMC11491658,0.5714285714285714,0.7142857142857143,0.1428571428571429,4,5,7,7,False,0,0,8,10,1.0,1.0
PMC11492073,0.4,1.0,0.6,2,8,5,8,False,0,0,6,10,1.0,0.7
PMC11492078,0.25,1.0,0.75,2,7,8,7,False,0,0,6,10,1.0,0.8
PMC11492432,0.4,1.0,0.6,2,8,5,8,False,0,0,7,10,1.0,0.8
PMC11492433,0.0,0.0,0.0,0,0,5,5,True,5,0,6,10,0.8333333333333334,0.9
PMC11492611,0.7142857142857143,1.0,0.2857142857142857,5,7,7,7,False,0,0,7,8,1.0,1.0
PMC11493195,0.25,0.0,-0.25,1,0,4,4,True,3,1,6,10,1.0,0.8
PMC11493534,0.5,1.0,0.5,3,7,6,7,False,0,0,5,10,0.4,1.0
PMC11494526,0.2,0.0,-0.2,1,0,5,7,False,0,0,6,10,1.0,0.8
PMC11495325,0.0,1.0,1.0,0,6,8,6,False,0,0,6,10,1.0,0.9
PMC11495327,0.8,1.0,0.19999999999999996,4,9,5,9,False,0,0,8,10,1.0,0.8
PMC11496047,0.0,1.0,1.0,0,6,7,6,False,0,0,7,10,1.0,0.9
PMC11496127,0.2,0.6363636363636364,0.43636363636363634,2,7,10,11,False,0,0,6,6,0.8333333333333334,0.6666666666666666
PMC11496205,0.375,1.0,0.625,3,8,8,8,False,0,0,8,9,1.0,1.0
PMC11496249,0.14285714285714285,0.625,0.48214285714285715,1,5,7,8,False,0,0,10,10,1.0,0.9
PMC11496448,0.5,0.9,0.4,5,9,10,10,False,0,0,10,10,1.0,0.7
PMC11497123,0.875,0.375,-0.5,7,3,8,8,True,4,4,7,10,0.8571428571428571,0.6
PMC11497857,0.3,0.9,0.6000000000000001,3,9,10,10,False,0,0,10,10,1.0,0.9
PMC11498069,0.1111111111111111,1.0,0.8888888888888888,1,6,9,6,False,0,0,7,10,1.0,0.8
PMC11498075,0.25,0.6666666666666666,0.41666666666666663,2,4,8,6,False,0,0,7,10,1.0,0.6
PMC11498970,0.6,1.0,0.4,3,5,5,5,False,0,0,6,10,1.0,1.0
PMC11498987,0.14285714285714285,0.1111111111111111,-0.031746031746031744,1,1,7,9,False,0,0,7,10,1.0,0.7
PMC11499305,0.3333333333333333,1.0,0.6666666666666667,2,8,6,8,False,0,0,7,10,1.0,0.9
PMC11501102,0.5,1.0,0.5,2,7,4,7,False,0,0,6,10,1.0,0.5
PMC11501515,0.1,0.1,0.0,1,1,10,10,False,0,0,6,10,1.0,0.7
PMC11502415,0.4,1.0,0.6,2,5,5,5,False,0,0,5,10,0.8,0.6
PMC11503294,0.2,0.7,0.49999999999999994,2,7,10,10,False,0,0,7,10,1.0,0.9
PMC11503360,0.0,0.7142857142857143,0.7142857142857143,0,5,12,7,False,0,0,8,10,1.0,1.0
PMC11503393,0.14285714285714285,0.7142857142857143,0.5714285714285714,1,5,7,7,False,0,0,8,6,0.875,1.0
PMC11503845,0.4,1.0,0.6,2,6,5,6,False,0,0,8,10,0.875,0.9
PMC11505315,0.0,0.2,0.2,0,2,6,10,False,0,0,8,10,0.875,0.7
PMC11505447,0.5,1.0,0.5,3,9,6,9,False,0,0,10,9,0.7,1.0
PMC11505565,0.5,1.0,0.5,2,6,4,6,False,0,0,8,10,1.0,0.6
PMC11505654,0.8,0.8333333333333334,0.033333333333333326,4,5,5,6,False,0,0,5,10,1.0,0.9
PMC11506189,0.14285714285714285,0.5714285714285714,0.42857142857142855,1,4,7,7,False,0,0,6,10,1.0,0.7
PMC11506799,0.16666666666666666,1.0,0.8333333333333334,1,7,6,7,False,0,0,6,10,1.0,0.6
PMC11506947,0.5,0.875,0.375,5,7,10,8,False,0,0,7,10,1.0,0.5
PMC11507092,0.625,1.0,0.375,5,8,8,8,False,0,0,7,10,1.0,0.7
PMC11507581,0.2,0.6666666666666666,0.4666666666666666,1,6,5,9,False,0,0,7,10,1.0,0.2
PMC11508039,0.0,0.42857142857142855,0.42857142857142855,0,3,6,7,False,0,0,6,10,0.3333333333333333,0.6
PMC11508138,0.625,0.7142857142857143,0.0892857142857143,5,5,8,7,False,0,0,7,9,0.5714285714285714,0.5555555555555556
PMC11508879,0.0,1.0,1.0,0,7,6,7,False,0,0,5,10,1.0,1.0
PMC11508943,0.0,1.0,1.0,0,6,7,6,False,0,0,7,9,1.0,0.5555555555555556
PMC11509173,0.125,1.0,0.875,1,7,8,7,False,0,0,5,10,0.8,0.6
PMC11509219,0.42857142857142855,1.0,0.5714285714285714,3,6,7,6,False,0,0,7,10,1.0,0.8
PMC11509281,0.14285714285714285,1.0,0.8571428571428572,1,6,7,6,False,0,0,10,10,0.9,0.9
PMC11509490,0.0,0.7142857142857143,0.7142857142857143,0,5,10,7,False,0,0,6,10,1.0,1.0
PMC11509757,0.3,0.3,0.0,3,3,10,10,True,8,2,7,10,0.8571428571428571,0.8
PMC11509779,1.0,1.0,0.0,6,6,6,6,False,0,0,8,10,0.5,0.8
PMC11509802,0.375,0.1,-0.275,3,1,8,10,False,0,0,7,10,0.2857142857142857,0.8
PMC11509815,0.5714285714285714,0.5714285714285714,0.0,4,4,7,7,False,0,0,6,10,0.8333333333333334,0.8
PMC11509835,0.4,0.7,0.29999999999999993,4,7,10,10,False,0,0,8,10,1.0,0.8
PMC11510225,0.0,0.7142857142857143,0.7142857142857143,0,5,6,7,False,0,0,8,10,1.0,1.0
PMC11511043,0.0,1.0,1.0,0,10,10,10,False,0,0,7,10,1.0,0.8
PMC11512452,0.0,1.0,1.0,0,10,10,10,False,0,0,9,10,1.0,1.0
PMC11512595,0.3333333333333333,1.0,0.6666666666666667,2,6,6,6,False,0,0,6,10,1.0,1.0
PMC11512651,0.4,0.8,0.4,2,4,5,5,False,0,0,7,10,1.0,0.7
PMC11512677,0.2,0.8,0.6000000000000001,2,8,10,10,False,0,0,5,7,1.0,0.7142857142857143
PMC11512705,0.42857142857142855,0.8571428571428571,0.42857142857142855,3,6,7,7,False,0,0,7,10,1.0,0.9
PMC11512709,0.0,0.8333333333333334,0.8333333333333334,0,5,6,6,False,0,0,5,10,1.0,0.8
PMC11512724,0.2,1.0,0.8,1,5,5,5,False,0,0,7,10,0.7142857142857143,0.9
PMC11512739,0.25,1.0,0.75,2,9,8,9,False,0,0,10,10,1.0,0.8
PMC11512760,0.25,0.875,0.625,2,7,8,8,True,3,5,7,10,1.0,0.9
PMC11512786,0.2,0.4,0.2,2,2,10,5,False,0,0,10,10,1.0,1.0
PMC11513307,0.2857142857142857,0.8571428571428571,0.5714285714285714,2,6,7,7,False,0,0,5,10,0.6,0.1
PMC11513570,0.125,0.6666666666666666,0.5416666666666666,2,4,16,6,False,0,0,8,10,1.0,0.5
PMC11513574,0.5454545454545454,0.6,0.054545454545454564,6,6,11,10,False,0,0,9,10,0.7777777777777778,0.6
PMC11513611,0.5,0.7777777777777778,0.2777777777777778,2,7,4,9,False,0,0,8,10,0.75,0.7
PMC11513658,0.0,1.0,1.0,0,6,3,6,False,0,0,8,10,1.0,0.7
PMC11513679,0.0,0.8,0.8,0,8,2,10,False,0,0,6,10,1.0,0.8
PMC11513788,0.25,0.125,-0.125,2,1,8,8,False,0,0,6,10,0.6666666666666666,0.5
PMC11514048,0.6666666666666666,0.5555555555555556,-0.11111111111111105,4,5,6,9,False,0,0,8,10,0.875,0.7
PMC11514712,0.3333333333333333,1.0,0.6666666666666667,2,8,6,8,False,0,0,8,10,1.0,0.7
PMC11517711,0.0,0.9,0.9,0,9,6,10,False,0,0,9,10,0.8888888888888888,0.0
PMC11518685,0.375,1.0,0.625,3,8,8,8,False,0,0,6,10,1.0,0.8
PMC11520005,0.2,1.0,0.8,1,8,5,8,False,0,0,6,10,1.0,0.8
PMC11520170,0.0,0.8,0.8,0,8,7,10,False,0,0,6,10,1.0,1.0
PMC11520492,0.3333333333333333,0.875,0.5416666666666667,3,7,9,8,False,0,0,5,10,1.0,0.3
PMC11520726,0.0,1.0,1.0,0,7,6,7,False,0,0,8,10,0.75,0.8
PMC11520920,0.14285714285714285,1.0,0.8571428571428572,1,6,7,6,False,0,0,8,10,0.875,0.8
PMC11520927,0.25,0.42857142857142855,0.17857142857142855,2,3,8,7,False,0,0,6,10,0.8333333333333334,0.6
PMC11521446,0.16666666666666666,0.7142857142857143,0.5476190476190477,1,5,6,7,False,0,0,7,10,1.0,0.9
PMC11521510,0.42857142857142855,0.8333333333333334,0.4047619047619048,3,5,7,6,False,0,0,7,10,1.0,0.7
PMC11521527,0.5,1.0,0.5,3,6,6,6,False,0,0,5,10,1.0,0.6
PMC11521537,0.375,0.125,-0.25,3,1,8,8,False,0,0,7,10,1.0,0.8
PMC11521797,0.5,0.25,-0.25,2,1,4,4,False,0,0,7,10,0.42857142857142855,0.8
PMC11521799,0.6,0.6,0.0,3,3,5,5,False,0,0,7,10,0.8571428571428571,0.8
PMC11522842,0.1111111111111111,1.0,0.8888888888888888,1,10,9,10,False,0,0,7,10,1.0,0.9
PMC11523574,0.0,0.7777777777777778,0.7777777777777778,0,7,8,9,False,0,0,9,9,1.0,0.4444444444444444
PMC11523868,0.25,0.0,-0.25,1,0,4,9,False,0,0,10,10,1.0,0.9
PMC11524643,0.375,0.625,0.25,3,5,8,8,False,0,0,8,10,1.0,0.8
PMC11524679,0.42857142857142855,0.5714285714285714,0.14285714285714285,3,4,7,7,False,0,0,6,9,1.0,0.8888888888888888
PMC11525064,0.0,1.0,1.0,0,5,6,5,False,0,0,7,10,1.0,1.0
PMC11525108,0.125,0.875,0.75,1,7,8,8,False,0,0,8,10,0.875,0.9
PMC11525117,0.375,0.8571428571428571,0.4821428571428571,3,6,8,7,False,0,0,6,8,0.8333333333333334,0.75
PMC11525124,0.5,0.125,-0.375,4,1,8,8,True,5,3,8,10,0.875,0.8
PMC11525155,0.3333333333333333,0.75,0.4166666666666667,3,6,9,8,False,0,0,5,10,1.0,0.9
PMC11526055,0.42857142857142855,1.0,0.5714285714285714,3,7,7,7,False,0,0,8,10,1.0,0.9
PMC11526311,0.16666666666666666,0.2857142857142857,0.11904761904761904,1,2,6,7,False,0,0,9,10,1.0,0.9
PMC11527655,0.5,1.0,0.5,5,7,10,7,False,0,0,6,10,0.8333333333333334,0.7
PMC11528231,0.0,1.0,1.0,0,5,5,5,False,0,0,7,10,0.8571428571428571,0.8
PMC11528664,0.0,0.75,0.75,0,6,6,8,False,0,0,7,10,1.0,0.7
PMC11529157,0.7777777777777778,0.625,-0.1527777777777778,7,5,9,8,False,0,0,10,10,1.0,0.7
PMC11529727,0.5,1.0,0.5,3,9,6,9,False,0,0,6,10,1.0,0.7
PMC11530288,0.125,1.0,0.875,1,7,8,7,False,0,0,6,10,1.0,0.9
PMC11530591,0.2222222222222222,0.1111111111111111,-0.1111111111111111,2,1,9,9,True,8,1,6,10,1.0,1.0
PMC11530609,0.2857142857142857,0.0,-0.2857142857142857,2,0,7,7,False,0,0,7,10,1.0,1.0
PMC11530963,0.3333333333333333,0.7142857142857143,0.380952380952381,2,5,6,7,False,0,0,7,10,1.0,0.5
PMC11531318,0.125,0.375,0.25,1,3,8,8,False,0,0,6,10,1.0,0.9
PMC11531864,0.5,1.0,0.5,3,6,6,6,False,0,0,6,10,0.8333333333333334,0.7
PMC11532085,0.2222222222222222,0.6666666666666666,0.4444444444444444,2,6,9,9,False,0,0,6,10,1.0,0.7
PMC11532302,0.8,1.0,0.19999999999999996,4,7,5,7,False,0,0,10,10,0.8,0.7
PMC11532450,0.375,0.375,0.0,3,3,8,8,True,6,2,5,10,1.0,0.9
PMC11532457,0.7142857142857143,0.75,0.0357142857142857,5,6,7,8,False,0,0,8,10,0.75,0.8
PMC11532648,0.4,0.8333333333333334,0.43333333333333335,2,5,5,6,False,0,0,5,10,1.0,1.0
PMC11532730,0.0,0.2857142857142857,0.2857142857142857,0,2,7,7,False,0,0,9,10,0.7777777777777778,0.9
PMC11532891,0.2857142857142857,0.42857142857142855,0.14285714285714285,2,3,7,7,False,0,0,6,10,1.0,0.7
PMC11532894,0.2,1.0,0.8,1,6,5,6,False,0,0,7,10,1.0,0.8
PMC11532896,0.14285714285714285,1.0,0.8571428571428572,1,7,7,7,False,0,0,8,10,0.875,1.0
PMC11532899,0.2,1.0,0.8,1,6,5,6,False,0,0,8,10,1.0,0.9
PMC11533465,0.2222222222222222,1.0,0.7777777777777778,2,10,9,10,False,0,0,7,10,1.0,0.8
PMC11533659,0.125,1.0,0.875,1,8,8,8,False,0,0,9,10,1.0,0.8
PMC11534418,0.1,0.3,0.19999999999999998,1,3,10,10,False,0,0,10,10,0.7,0.9
PMC11534438,0.42857142857142855,1.0,0.5714285714285714,3,8,7,8,False,0,0,9,10,1.0,0.9
PMC11534593,0.2857142857142857,1.0,0.7142857142857143,2,6,7,6,False,0,0,6,10,1.0,0.8
PMC11534721,0.25,1.0,0.75,1,7,4,7,False,0,0,9,10,0.8888888888888888,0.9
PMC11535121,0.16666666666666666,1.0,0.8333333333333334,1,6,6,6,False,0,0,6,9,1.0,0.8888888888888888
PMC11535410,0.3333333333333333,0.8333333333333334,0.5,2,5,6,6,False,0,0,7,10,1.0,0.5
PMC11535751,0.2857142857142857,0.4,0.11428571428571432,2,2,7,5,False,0,0,5,10,1.0,0.7
